"Category","Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1,1997,1,1,10.4620092601197,0.922649766555945,9.65277040155559
1,1998,1,1,1.46861680881728,0.372083218574821,0.546447669077814
1,1999,1,1,4.2885563345912,0.316189811264598,1.35599781803199
1,2000,1,1,6.83603720911762,0.26554140476885,1.81525092356123
1,2001,1,1,6.60545308461089,0.295848007327716,1.95421013257885
1,2002,1,1,16.712045240054,0.312024505269023,5.21456764806141
1,2003,1,1,22.0796274018935,0.243814356931052,5.3833301562699
1,2004,1,1,12.7308840628588,0.239633685315833,3.05074866531148
1,2005,1,1,14.7015662869107,0.375297710295707,5.51746416523814
1,2006,1,1,8.04933496725558,0.233738821150101,1.88144206628859
1,2007,1,1,4.46585754487548,0.256351519517658,1.14482936757823
1,2008,1,1,18.0303280649331,0.26015846214816,4.6907424213998
1,2009,1,1,37.0198677103185,0.201673407742414,7.4659228753133
1,2010,1,1,14.1130678555762,0.204329981190924,2.8837228894761
1,2011,1,1,43.5748226478981,0.211456931158288,9.21419827289117
1,2012,1,1,9.58114957592324,0.228269223534293,2.18708157426191
1,2013,1,1,10.7871829507523,0.2074746319988,2.23806681301107
1,2014,1,1,48.3668553352698,0.248379414649449,12.0133312166089
1,2015,1,1,4.9988647105417,0.265211842496216,1.32575812027208
1,2016,1,1,10.2532512520622,0.252469451813914,2.58863272291847
1,2017,1,1,12.4507776268954,0.209013988374951,2.60238669016703
2,1997,1,1,250.426839500387,0.249199885993851,62.4063398532969
2,1998,1,1,246.85469090503,0.254321174326843,62.7803748790573
2,1999,1,1,248.574023955594,0.251920419601472,62.6208724169198
2,2000,1,1,253.275451276385,0.24453021398245,61.933500297116
2,2001,1,1,250.479907252302,0.248153115597434,62.1573693792151
2,2002,1,1,250.941052839161,0.249581632573044,62.6302776471966
2,2003,1,1,252.060092402208,0.245855184355517,61.9702804862133
2,2004,1,1,251.857377214044,0.244365131592523,61.5451611254577
2,2005,1,1,252.550490913537,0.246048157007869,62.1395828407086
2,2006,1,1,255.030782704623,0.242520897959637,61.8502944288742
2,2007,1,1,251.859649852296,0.245169014919734,61.7481822523164
2,2008,1,1,254.450161800101,0.24324523584405,61.8937896176221
2,2009,1,1,256.036181208384,0.24131995163643,61.7866388663835
2,2010,1,1,250.554624374134,0.248114826659641,62.1663171953597
2,2011,1,1,253.366772435585,0.245541654603776,62.2120965254518
2,2012,1,1,249.344665467971,0.249817116735307,62.2905654005383
2,2013,1,1,257.866002722666,0.239257541875177,61.6963859446029
2,2014,1,1,251.657218086655,0.247550933643336,62.297979295436
2,2015,1,1,249.777776889204,0.248960186422556,62.1847218985478
2,2016,1,1,252.263857300573,0.246973502684903,62.302488438327
2,2017,1,1,254.410774783089,0.244563879043037,62.2196859512966
